region,sector,0
AT,Cultivation of paddy rice,0.0
AT,Cultivation of wheat,-0.0017639776660501956
AT,Cultivation of cereal grains nec,-0.0024128129111826418
AT,"Cultivation of vegetables, fruit, nuts",-0.00021259725537896157
AT,Cultivation of oil seeds,-0.00024005140221863985
AT,"Cultivation of sugar cane, sugar beet",-0.00015467283909767867
AT,Cultivation of plant-based fibers,-7.816549576546095e-07
AT,Cultivation of crops nec,-1.7927675360115244e-05
AT,Cattle farming,-0.001899024400472641
AT,Pigs farming,-0.0002581833751350641
AT,Poultry farming,-0.0001509738949984312
AT,Meat animals nec,-6.318044446129352e-05
AT,Animal products nec,-5.227377389930189e-05
AT,Raw milk,-0.00039737984831631184
AT,"Wool, silk-worm cocoons",-3.4897180342522913e-07
AT,"Manure treatment (conventional), storage and land application",0.0
AT,"Manure treatment (biogas), storage and land application",0.0
AT,"Forestry, logging and related service activities (02)",-0.0013711857509762049
AT,"Fishing, operating of fish hatcheries and fish farms; service activities incidental to fishing (05)",-8.950752250093501e-07
AT,Mining of coal and lignite; extraction of peat (10),-0.004134996861681342
AT,"Extraction of crude petroleum and services related to crude oil extraction, excluding surveying",-0.003918473934859037
AT,"Extraction of natural gas and services related to natural gas extraction, excluding surveying",-0.02032501242828369
AT,"Extraction, liquefaction, and regasification of other petroleum and gaseous materials",0.0
AT,Mining of uranium and thorium ores (12),0.0
AT,Mining of iron ores,-0.00015594335559662432
AT,Mining of copper ores and concentrates,0.0
AT,Mining of nickel ores and concentrates,-8.240204267189256e-06
AT,Mining of aluminium ores and concentrates,-0.00010267844399460591
AT,Mining of precious metal ores and concentrates,-7.071456276427489e-05
AT,"Mining of lead, zinc and tin ores and concentrates",-1.647130101165385e-05
AT,Mining of other non-ferrous metal ores and concentrates,-0.003831187613338232
AT,Quarrying of stone,-0.00045881806540489195
AT,Quarrying of sand and clay,-0.0009564999687820673
AT,"Mining of chemical and fertilizer minerals, production of salt, other mining and quarrying n.e.c.",-0.00043149734331481156
AT,Processing of meat cattle,-0.000438292280472815
AT,Processing of meat pigs,-0.0002531293269023299
AT,Processing of meat poultry,-5.8482834285125136e-05
AT,Production of meat products nec,-1.1052418392151594e-05
AT,Processing vegetable oils and fats,-3.061645089183003e-05
AT,Processing of dairy products,-0.0008322407140135765
AT,Processed rice,-2.1640688109677283e-05
AT,Sugar refining,-0.00010439781140722335
AT,Processing of Food products nec,-0.0013781529371142387
AT,Manufacture of beverages,-0.002092697917997837
AT,Manufacture of fish products,-0.0004148483775164932
AT,Manufacture of tobacco products (16),-0.0006482993080392479
AT,Manufacture of textiles (17),-0.0008870707250759006
AT,Manufacture of wearing apparel; dressing and dyeing of fur (18),-0.00037082001577317715
AT,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery, harness and footwear (19)",-1.991564745409414e-05
AT,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials (20)",-0.0039034044558405876
AT,Re-processing of secondary wood material into new wood material,-0.002981577163428068
AT,Pulp,-0.0023539955738186838
AT,Re-processing of secondary paper into new pulp,-0.005958108082950115
AT,Paper,-0.008814999076485634
AT,"Publishing, printing and reproduction of recorded media (22)",-0.014312944126605987
AT,Manufacture of coke oven products,-0.054584757607460024
AT,Petroleum Refinery,-0.039716591815948485
AT,Processing of nuclear fuel,-0.0010703296056762338
AT,"Plastics, basic",-0.022472018968343735
AT,Re-processing of secondary plastic into new plastic,-0.010868494011938573
AT,N-fertiliser,-0.0006588946018815041
AT,P- and other fertiliser,-0.0014540711767226458
AT,Chemicals nec,-0.011309564478874207
AT,Manufacture of rubber and plastic products (25),-0.0004762017750935629
AT,Manufacture of glass and glass products,-0.0010356900090202688
AT,Re-processing of secondary glass into new glass,-0.0006716168329454959
AT,Manufacture of ceramic goods,-0.002262916846692562
AT,"Manufacture of bricks, tiles and construction products, in baked clay",-0.0012202103751003742
AT,"Manufacture of cement, lime and plaster",-0.008767961104869843
AT,Re-processing of ash into clinker,-0.0025939092554450034
AT,Manufacture of other non-metallic mineral products n.e.c.,-0.03227920568197966
AT,Manufacture of basic iron and steel and of ferro-alloys and first products thereof,-0.061399563407421115
AT,Re-processing of secondary steel into new steel,-0.013743872359514237
AT,Precious metals production,-0.001047539810862392
AT,Re-processing of secondary preciuos metals into new preciuos metals,0.0
AT,Aluminium production,-0.004471539723565802
AT,Re-processing of secondary aluminium into new aluminium,-0.03513141874445975
AT,"Lead, zinc and tin production",-4.758577607013285e-05
AT,"Re-processing of secondary lead into new lead, zinc and tin",-4.390743984398432e-05
AT,Copper production,-0.0060626620275639
AT,Re-processing of secondary copper into new copper,-0.014868157669484615
AT,Other non-ferrous metal production,-0.018995051304288208
AT,Re-processing of secondary other non-ferrous metals into new other non-ferrous metals,0.0
AT,Casting of metals,-0.024282990968942642
AT,"Manufacture of fabricated metal products, except machinery and equipment (28)",-0.007641539877533913
AT,Manufacture of machinery and equipment n.e.c. (29),-0.00752691595864296
AT,Manufacture of office machinery and computers (30),-9.535716724861413e-05
AT,Manufacture of electrical machinery and apparatus n.e.c. (31),-0.012697128307580947
AT,"Manufacture of radio, television and communication equipment and apparatus (32)",-0.0011744619074389338
AT,"Manufacture of medical, precision and optical instruments, watches and clocks (33)",-0.003920901914209128
AT,"Manufacture of motor vehicles, trailers and semi-trailers (34)",-0.001009912468060851
AT,Manufacture of other transport equipment (35),-0.0002682692335024476
AT,Manufacture of furniture; manufacturing n.e.c. (36),-0.002769912313759327
AT,Recycling of waste and scrap,-0.00368041284048371
AT,Recycling of bottles by direct reuse,-9.372501490917057e-05
AT,Production of electricity by coal,-0.06785536457395554
AT,Production of electricity by gas,-0.027515361100673676
AT,Production of electricity by nuclear,0.0
AT,Production of electricity by hydro,-4.471529910294339e-05
AT,Production of electricity by wind,-0.0007388784094676375
AT,Production of electricity by petroleum and other oil derivatives,-0.0009403512630611658
AT,Production of electricity by biomass and waste,-0.006408499351263046
AT,Production of electricity by solar photovoltaic,-0.00025072332252934574
AT,Production of electricity by solar thermal,0.0
AT,"Production of electricity by tide, wave, ocean",0.0
AT,Production of electricity by Geothermal,-8.347943068365567e-07
AT,Production of electricity nec,0.0
AT,Transmission of electricity,-0.0011705715969204903
AT,Distribution and trade of electricity,0.0
AT,Manufacture of gas; distribution of gaseous fuels through mains,-0.1160795809059143
AT,Steam and hot water supply,-0.043893488568305966
AT,"Collection, purification and distribution of water (41)",-0.0008344141041338444
AT,Construction (45),-0.005028580127239227
AT,Re-processing of secondary construction material into aggregates,-0.00016016476330906154
AT,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",-0.0003485690430700779
AT,Retail sale of automotive fuel,-0.0014073300529867411
AT,"Wholesale trade and commission trade, except of motor vehicles and motorcycles (51)",-0.038484424959898
AT,"Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods (52)",-0.03057967789030075
AT,Hotels and restaurants (55),-0.005580427826762199
AT,Transport via railways,-0.00922085078382492
AT,Other land transport,-0.010059747154295445
AT,Transport via pipelines,-0.02549472079873085
AT,Sea and coastal water transport,-0.008923079982280731
AT,Inland water transport,-0.0034552042840123175
AT,Air transport (62),-0.03580436978292465
AT,Supporting and auxiliary transport activities; activities of travel agencies (63),-0.0013269995235800744
AT,Post and telecommunications (64),-0.0006514324046447873
AT,"Financial intermediation, except insurance and pension funding (65)",-0.0012537619675844908
AT,"Insurance and pension funding, except compulsory social security (66)",-0.00020432724790275098
AT,Activities auxiliary to financial intermediation (67),-0.000138130335861817
AT,Real estate activities (70),-0.0009290956300795078
AT,Renting of machinery and equipment without operator and of personal and household goods (71),-0.0006360434484705329
AT,Computer and related activities (72),-0.000506074241027236
AT,Research and development (73),-0.001164814794704318
AT,Other business activities (74),-0.005143015618085861
AT,Public administration and defence; compulsory social security (75),-0.00013774052572250366
AT,Education (80),-0.0006290866711735725
AT,Health and social work (85),-0.00013764255172014236
AT,Incineration of waste: Food,-2.518138103093952e-05
AT,Incineration of waste: Paper,-3.456850591581315e-05
AT,Incineration of waste: Plastic,-0.003439647274464369
AT,Incineration of waste: Metals and Inert materials,-0.010879041046023368
AT,Incineration of waste: Textiles,-0.0003801330642513931
AT,Incineration of waste: Wood,-1.0859803269384428e-05
AT,Incineration of waste: Oil/Hazardous waste,-0.0012929583015888928
AT,"Biogasification of food waste, incl. land application",-3.859610703511862e-06
AT,"Biogasification of paper, incl. land application",-5.696273347566603e-07
AT,"Biogasification of sewage slugde, incl. land application",-3.0743280711758417e-06
AT,"Composting of food waste, incl. land application",-0.0002757804450504482
AT,"Composting of paper and wood, incl. land application",-2.840550011569576e-08
